date,open,close,high,low,volume,code
2017-06-15,5.246,5.306,5.395,5.246,90673.0,002770
2017-06-16,5.345,5.355,5.495,5.325,67267.0,002770
2017-06-19,5.315,5.315,5.365,5.256,60525.0,002770
2017-06-20,5.325,5.315,5.365,5.276,56989.0,002770
2017-06-21,5.315,5.226,5.335,5.186,70109.0,002770
2017-06-22,5.216,5.106,5.236,5.106,59886.0,002770
2017-06-23,5.087,5.186,5.236,5.057,80860.0,002770
2017-06-26,5.186,5.345,5.445,5.146,105357.0,002770
2017-06-27,5.325,5.355,5.405,5.256,96380.0,002770
2017-06-28,5.306,5.296,5.385,5.246,49515.0,002770
2017-06-29,5.345,5.246,5.345,5.226,61292.0,002770
2017-06-30,5.246,5.206,5.246,5.136,47036.0,002770
2017-07-03,5.206,5.315,5.345,5.176,75202.0,002770
2017-07-04,5.315,5.365,5.445,5.315,87197.0,002770
2017-07-05,5.365,5.405,5.425,5.325,75565.0,002770
2017-07-06,5.375,5.375,5.445,5.345,50088.0,002770
2017-07-07,5.385,5.395,5.445,5.355,64947.0,002770
2017-07-10,5.395,5.365,5.415,5.286,68213.0,002770
2017-07-11,5.415,5.286,5.415,5.276,66862.0,002770
2017-07-12,5.355,5.296,5.355,5.226,65714.0,002770
2017-07-13,5.286,5.296,5.296,5.246,41442.0,002770
2017-07-14,5.276,5.256,5.296,5.236,41322.0,002770
2017-07-17,5.226,4.997,5.246,4.977,82369.0,002770
2017-07-18,5.007,5.017,5.067,4.967,37158.0,002770
2017-07-19,5.007,5.037,5.077,4.967,75103.0,002770
2017-07-20,5.017,5.047,5.087,4.997,94554.0,002770
2017-07-21,5.027,4.977,5.057,4.977,62147.0,002770
2017-07-24,4.967,4.937,4.967,4.878,67476.0,002770
2017-07-25,4.927,4.977,4.977,4.887,48763.0,002770
2017-07-26,4.977,4.987,4.997,4.937,40046.0,002770
2017-07-27,4.977,5.017,5.047,4.927,53002.0,002770
2017-07-28,5.017,5.047,5.096,4.997,70532.0,002770
2017-07-31,5.027,5.027,5.047,4.987,62074.0,002770
2017-08-01,5.017,5.007,5.037,4.997,52326.0,002770
2017-08-02,5.007,4.967,5.027,4.967,46960.0,002770
2017-08-03,4.967,4.977,4.997,4.917,50590.0,002770
2017-08-04,4.957,4.957,4.997,4.937,41198.0,002770
2017-08-07,4.987,4.967,4.987,4.947,39702.0,002770
2017-08-08,4.977,4.957,4.987,4.927,41588.0,002770
2017-08-09,4.957,5.455,5.455,4.937,228899.0,002770
2017-08-10,5.525,5.306,5.525,5.296,458938.0,002770
2017-08-11,5.236,5.325,5.425,5.166,219447.0,002770
2017-08-14,5.276,5.355,5.455,5.206,172110.0,002770
2017-08-15,5.335,5.335,5.395,5.276,120795.0,002770
2017-08-16,5.306,5.335,5.355,5.276,86387.0,002770
2017-08-17,5.335,5.325,5.365,5.306,76787.0,002770
2017-08-18,5.325,5.246,5.325,5.236,81865.0,002770
2017-08-21,5.246,5.286,5.286,5.216,56549.0,002770
2017-08-22,5.276,5.226,5.276,5.206,60704.0,002770
2017-08-23,5.226,5.216,5.246,5.196,47917.0,002770
2017-08-24,5.216,5.226,5.236,5.136,62376.0,002770
2017-08-25,5.206,5.315,5.325,5.206,104301.0,002770
2017-08-28,5.315,5.395,5.425,5.286,120099.0,002770
2017-08-29,5.395,5.355,5.415,5.315,67400.0,002770
2017-08-30,5.365,5.385,5.475,5.325,92163.0,002770
2017-08-31,5.385,5.455,5.455,5.355,88323.0,002770
2017-09-01,5.455,5.475,5.475,5.395,91536.0,002770
2017-09-04,5.475,5.485,5.495,5.415,77988.0,002770
2017-09-05,5.475,5.495,5.495,5.395,92383.0,002770
2017-09-06,5.544,5.624,5.654,5.525,175600.0,002770
2017-09-07,5.584,5.634,5.704,5.544,124963.0,002770
2017-09-08,5.714,5.664,5.753,5.574,112747.0,002770
2017-09-11,5.773,5.704,5.773,5.644,141776.0,002770
2017-09-12,5.734,5.644,5.753,5.534,129215.0,002770
2017-09-13,5.644,5.654,5.734,5.495,112778.0,002770
2017-09-14,5.704,5.664,5.833,5.594,90036.0,002770
2017-09-15,5.664,5.614,5.664,5.544,62064.0,002770
2017-09-18,5.594,5.624,5.654,5.495,68378.0,002770
2017-09-19,5.634,5.654,5.773,5.564,83519.0,002770
2017-09-20,5.644,5.664,5.674,5.574,72556.0,002770
2017-09-21,5.654,5.574,5.763,5.574,47916.0,002770
2017-09-22,5.554,5.544,5.564,5.485,59152.0,002770
2017-09-25,5.534,5.405,5.554,5.405,37648.0,002770
2017-09-26,5.395,5.405,5.425,5.365,33076.0,002770
2017-09-27,5.415,5.445,5.485,5.405,32849.0,002770
2017-09-28,5.445,5.495,5.544,5.435,47630.0,002770
2017-09-29,5.495,5.624,5.644,5.495,75352.0,002770
2017-10-09,5.634,5.674,5.763,5.634,71815.0,002770
2017-10-10,5.724,5.684,5.724,5.664,67236.0,002770
2017-10-11,5.684,5.724,5.823,5.594,114214.0,002770
2017-10-12,5.674,5.644,5.714,5.634,58845.0,002770
2017-10-13,5.644,5.674,5.704,5.614,48371.0,002770
2017-10-16,5.684,5.544,5.694,5.544,46668.0,002770
2017-10-17,5.544,5.564,5.644,5.525,28457.0,002770
2017-10-18,5.564,5.644,5.753,5.554,70108.0,002770
2017-10-19,5.624,5.584,5.644,5.554,42082.0,002770
2017-10-20,5.594,5.674,5.694,5.574,57954.0,002770
2017-10-23,5.674,5.694,5.744,5.644,56244.0,002770
2017-10-24,5.684,5.664,5.734,5.624,48680.0,002770
2017-10-25,5.644,5.664,5.714,5.634,41099.0,002770
2017-10-26,5.664,5.813,5.823,5.604,162070.0,002770
2017-10-27,5.833,5.753,5.853,5.684,130112.0,002770
2017-10-30,5.724,5.525,5.724,5.525,93304.0,002770
2017-10-31,5.515,5.564,5.564,5.475,57077.0,002770
2017-11-01,5.554,5.863,6.072,5.534,238614.0,002770
2017-11-02,5.853,5.724,5.853,5.694,148787.0,002770
2017-11-03,5.714,5.793,5.803,5.584,113624.0,002770
2017-11-06,5.773,5.863,5.873,5.724,96301.0,002770
2017-11-07,5.833,5.893,5.982,5.813,128950.0,002770
2017-11-08,5.883,5.734,5.913,5.724,121013.0,002770
2017-11-09,5.744,5.773,5.783,5.694,65703.0,002770
2017-11-10,5.773,5.734,5.853,5.714,89541.0,002770
2017-11-13,5.704,5.644,5.704,5.614,93763.0,002770
2017-11-14,5.644,5.485,5.674,5.475,106123.0,002770
2017-11-15,5.495,5.425,5.525,5.405,92586.0,002770
2017-11-16,5.425,5.435,5.435,5.385,63629.0,002770
2017-11-17,5.435,5.027,5.435,4.997,134280.0,002770
2017-11-20,4.987,5.017,5.057,4.868,64366.0,002770
2017-11-21,5.017,4.987,5.027,4.967,39727.0,002770
2017-11-22,4.987,4.987,5.047,4.977,35583.0,002770
2017-11-23,4.977,4.897,5.027,4.858,49412.0,002770
2017-11-24,4.897,4.858,4.917,4.828,31915.0,002770
2017-11-27,4.858,4.818,4.858,4.778,33803.0,002770
2017-11-28,4.818,4.858,4.858,4.788,25269.0,002770
2017-11-29,4.858,4.887,4.937,4.798,38654.0,002770
2017-11-30,4.878,4.808,4.887,4.808,29850.0,002770
2017-12-01,4.808,4.878,4.897,4.808,37955.0,002770
2017-12-04,4.907,4.838,4.917,4.818,21758.0,002770
2017-12-05,4.858,4.977,4.977,4.798,74281.0,002770
2017-12-06,4.977,5.077,5.077,4.897,96154.0,002770
2017-12-07,5.037,4.967,5.077,4.957,56175.0,002770
2017-12-08,4.957,4.997,5.047,4.927,36307.0,002770
2017-12-11,4.997,5.007,5.037,4.987,28034.0,002770
2017-12-12,5.007,4.927,5.027,4.927,21657.0,002770
2017-12-13,4.917,4.907,4.937,4.878,25922.0,002770
2017-12-14,4.907,4.937,4.937,4.878,20249.0,002770
2017-12-15,4.947,4.917,4.947,4.907,14002.0,002770
2017-12-18,4.927,4.838,4.927,4.838,25148.0,002770
2017-12-19,4.848,4.868,4.897,4.838,15423.0,002770
2017-12-20,4.878,4.887,4.887,4.858,15368.0,002770
2017-12-21,4.887,4.858,4.887,4.808,15200.0,002770
2017-12-22,4.798,4.818,4.858,4.798,20792.0,002770
2017-12-25,4.818,4.778,4.858,4.748,29003.0,002770
2017-12-26,4.778,4.708,4.798,4.668,41068.0,002770
2017-12-27,4.718,4.519,4.728,4.499,65417.0,002770
2017-12-28,4.519,4.609,4.659,4.479,40197.0,002770
2017-12-29,4.579,4.639,4.659,4.549,22000.0,002770
2018-01-02,4.639,4.649,4.659,4.589,30921.0,002770
2018-01-03,4.649,4.718,4.728,4.619,40192.0,002770
2018-01-04,4.728,4.788,4.798,4.688,37574.0,002770
2018-01-05,4.768,4.758,4.788,4.728,32942.0,002770
2018-01-08,4.768,4.738,4.778,4.718,27816.0,002770
2018-01-09,4.718,4.728,4.778,4.718,28150.0,002770
2018-01-10,4.718,4.708,4.768,4.639,30724.0,002770
2018-01-11,4.659,4.678,4.708,4.629,25371.0,002770
2018-01-12,4.688,4.589,4.708,4.569,43930.0,002770
2018-01-15,4.579,4.509,4.589,4.489,31017.0,002770
2018-01-16,4.479,4.539,4.659,4.459,52961.0,002770
2018-01-17,4.519,4.549,4.549,4.459,78011.0,002770
2018-01-18,4.579,4.559,4.639,4.519,105026.0,002770
2018-01-19,4.549,4.529,4.569,4.509,54050.0,002770
2018-01-22,4.519,4.559,4.579,4.469,51647.0,002770
2018-01-23,4.529,4.569,4.589,4.519,51116.0,002770
2018-01-24,4.569,4.579,4.579,4.519,54195.0,002770
2018-01-25,4.559,4.589,4.599,4.549,50699.0,002770
2018-01-26,4.569,4.529,4.579,4.529,35967.0,002770
2018-01-29,4.539,4.459,4.559,4.459,49232.0,002770
2018-01-30,4.459,4.489,4.499,4.449,27039.0,002770
2018-01-31,4.479,4.38,4.519,4.36,62545.0,002770
2018-02-01,4.37,4.091,4.4,4.081,75585.0,002770
2018-02-02,4.071,4.061,4.121,3.972,38007.0,002770
2018-02-05,4.071,4.041,4.101,4.021,32294.0,002770
2018-02-06,4.012,3.962,4.012,3.812,53855.0,002770
2018-02-07,3.982,4.34,4.34,3.862,69473.0,002770
2018-02-08,4.161,4.221,4.27,4.101,59005.0,002770
2018-02-09,4.25,4.101,4.25,4.071,58674.0,002770
2018-02-12,4.151,4.141,4.171,4.091,54747.0,002770
2018-02-13,4.151,4.121,4.161,4.091,40290.0,002770
2018-02-14,4.211,4.141,4.211,4.091,27493.0,002770
2018-02-22,4.28,4.181,4.28,4.151,34917.0,002770
2018-02-23,4.211,4.191,4.221,4.161,26910.0,002770
2018-02-26,4.24,4.29,4.29,4.191,57944.0,002770
2018-06-28,3.86,3.99,4.0,3.86,292451.0,002770
2018-06-29,3.85,3.88,4.09,3.77,158379.0,002770
2018-07-02,3.93,3.71,3.96,3.71,93116.0,002770
2018-07-03,3.71,3.54,3.71,3.42,146821.0,002770
2018-07-04,3.51,3.32,3.51,3.32,115000.0,002770
2018-07-05,3.35,3.03,3.35,2.99,279982.0,002770
2018-07-06,2.95,3.03,3.09,2.78,223782.0,002770
2018-07-09,2.96,3.0,3.02,2.93,126796.0,002770
2018-07-10,2.98,3.01,3.05,2.97,80368.0,002770
2018-07-11,2.98,2.86,2.98,2.8,140728.0,002770
2018-07-12,2.86,2.95,3.01,2.86,145586.0,002770
2018-07-13,2.97,3.25,3.25,2.92,199327.0,002770
2018-07-16,3.27,3.58,3.58,3.2,357825.0,002770
2018-07-17,3.65,3.71,3.87,3.51,483302.0,002770
