date,open,close,high,low
2018-01-25,4.559,4.589,4.599,4.549
2018-01-26,4.569,4.529,4.579,4.529
2018-01-29,4.539,4.459,4.559,4.459
2018-01-30,4.459,4.489,4.499,4.449
2018-01-31,4.479,4.38,4.519,4.36
2018-02-01,4.37,4.091,4.4,4.081
2018-02-02,4.071,4.061,4.121,3.972
2018-02-05,4.071,4.041,4.101,4.021
2018-02-06,4.012,3.962,4.012,3.812
2018-02-07,3.982,4.34,4.34,3.862
2018-02-08,4.161,4.221,4.27,4.101
2018-02-09,4.25,4.101,4.25,4.071
2018-02-12,4.151,4.141,4.171,4.091
2018-02-13,4.151,4.121,4.161,4.091
2018-02-14,4.211,4.141,4.211,4.091
2018-02-22,4.28,4.181,4.28,4.151
2018-02-23,4.211,4.191,4.221,4.161
2018-02-26,4.24,4.29,4.29,4.191
2018-06-28,3.86,3.99,4.0,3.86
2018-06-29,3.85,3.88,4.09,3.77
2018-07-02,3.93,3.71,3.96,3.71
2018-07-03,3.71,3.54,3.71,3.42
2018-07-04,3.51,3.32,3.51,3.32
2018-07-05,3.35,3.03,3.35,2.99
2018-07-06,2.95,3.03,3.09,2.78
2018-07-09,2.96,3.0,3.02,2.93
2018-07-10,2.98,3.01,3.05,2.97
2018-07-11,2.98,2.86,2.98,2.8
2018-07-12,2.86,2.95,3.01,2.86
2018-07-13,2.97,3.25,3.25,2.92
2018-07-16,3.27,3.58,3.58,3.2
2018-07-17,3.65,3.71,3.87,3.51
